dataset_type,scenario,scenario_description,replicate,phase,time_min,phase_time_min,probe_concentration_uM,probe_concentration_M,flow_rate_mL_min,assumed_flow_cell_volume_mL,assumed_path_length_cm,assumed_cross_section_area_cm2,residence_time_min,transport_rate_min_inv,kon_M_inv_min_inv,koff_min_inv,kobs_assoc_min_inv,KD_uM,KA_M_inv,damkohler_assoc,damkohler_dissociation,damkohler_regime,baseline_RFU,bulk_flow_component_clean_RFU,binding_component_clean_RFU,fluorescence_clean_RFU,fluorescence_noisy_RFU,normalized_fluorescence_noisy_0_to_1,notes
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,1,dissociation_buffer_wash,180,50,0.0,0.0,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,123.67047048860861,0.021050672008219227,0.04578476610594095,170.2158318396486,5874.894181065646,0.915695322118819,0.4210134401643845,0.1<=Da<=1: mixed flow and interaction,139.72825343597984,6.337404138581839,179.71932056500907,325.78497813957074,351.88679251738006,0.35692864861888035,Dissociation model: bulk flow component washes out fast; bound component decays by koff.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,1,dissociation_buffer_wash,190,60,0.0,0.0,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,123.67047048860861,0.021050672008219227,0.04578476610594095,170.2158318396486,5874.894181065646,0.915695322118819,0.4210134401643845,0.1<=Da<=1: mixed flow and interaction,139.72825343597984,3.8438299130396176,145.60385085502773,289.17593420404717,304.5265632129499,0.27725133411104996,Dissociation model: bulk flow component washes out fast; bound component decays by koff.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,1,dissociation_buffer_wash,200,70,0.0,0.0,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,123.67047048860861,0.021050672008219227,0.04578476610594095,170.2158318396486,5874.894181065646,0.915695322118819,0.4210134401643845,0.1<=Da<=1: mixed flow and interaction,139.72825343597984,2.3314006929790736,117.96439757930419,260.02405170826313,279.59193498664405,0.23530212388758184,Dissociation model: bulk flow component washes out fast; bound component decays by koff.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,1,dissociation_buffer_wash,210,80,0.0,0.0,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,123.67047048860861,0.021050672008219227,0.04578476610594095,170.2158318396486,5874.894181065646,0.915695322118819,0.4210134401643845,0.1<=Da<=1: mixed flow and interaction,139.72825343597984,1.4140660003670882,95.57164192108759,236.71396135743453,232.01099335003858,0.1552534901069192,Dissociation model: bulk flow component washes out fast; bound component decays by koff.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,1,dissociation_buffer_wash,220,90,0.0,0.0,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,123.67047048860861,0.021050672008219227,0.04578476610594095,170.2158318396486,5874.894181065646,0.915695322118819,0.4210134401643845,0.1<=Da<=1: mixed flow and interaction,139.72825343597984,0.8576743840798545,77.42962221590705,218.01555003596673,231.66149596997562,0.15466550704433857,Dissociation model: bulk flow component washes out fast; bound component decays by koff.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,1,dissociation_buffer_wash,230,100,0.0,0.0,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,123.67047048860861,0.021050672008219227,0.04578476610594095,170.2158318396486,5874.894181065646,0.915695322118819,0.4210134401643845,0.1<=Da<=1: mixed flow and interaction,139.72825343597984,0.5202058099945808,62.73143660593775,202.97989585191218,203.09223768707884,0.10660151303726406,Dissociation model: bulk flow component washes out fast; bound component decays by koff.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,1,dissociation_buffer_wash,240,110,0.0,0.0,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,123.67047048860861,0.021050672008219227,0.04578476610594095,170.2158318396486,5874.894181065646,0.915695322118819,0.4210134401643845,0.1<=Da<=1: mixed flow and interaction,139.72825343597984,0.3155207731223582,50.82335449954367,190.86712870864585,201.69336789014858,0.10424809983799371,Dissociation model: bulk flow component washes out fast; bound component decays by koff.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,1,dissociation_buffer_wash,250,120,0.0,0.0,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,123.67047048860861,0.021050672008219227,0.04578476610594095,170.2158318396486,5874.894181065646,0.915695322118819,0.4210134401643845,0.1<=Da<=1: mixed flow and interaction,139.72825343597984,0.19137302267494402,41.17574062287289,181.09536708152768,179.46363421131372,0.06684951651677332,Dissociation model: bulk flow component washes out fast; bound component decays by koff.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,1,dissociation_buffer_wash,260,130,0.0,0.0,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,123.67047048860861,0.021050672008219227,0.04578476610594095,170.2158318396486,5874.894181065646,0.915695322118819,0.4210134401643845,0.1<=Da<=1: mixed flow and interaction,139.72825343597984,0.11607360569423457,33.35949845375371,173.20382549542776,143.61110624031562,0.006532385687789184,Dissociation model: bulk flow component washes out fast; bound component decays by koff.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,2,association_probe_injection,0,0,200.0,0.00019999999999999998,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,135.07687002653643,0.021252845038279254,0.04826821904358654,157.33889180363775,6355.7076609387905,0.9653643808717307,0.4250569007655851,0.1<=Da<=1: mixed flow and interaction,135.12002348468323,0.0,0.0,135.12002348468323,152.67911955055217,0.02753694975840682,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,2,association_probe_injection,10,10,200.0,0.00019999999999999998,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,135.07687002653643,0.021252845038279254,0.04826821904358654,157.33889180363775,6355.7076609387905,0.9653643808717307,0.4250569007655851,0.1<=Da<=1: mixed flow and interaction,135.12002348468323,32.48412755295355,212.53248033213055,380.1366313697673,386.4370862657368,0.394126514558127,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,2,association_probe_injection,20,20,200.0,0.00019999999999999998,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,135.07687002653643,0.021252845038279254,0.04826821904358654,157.33889180363775,6355.7076609387905,0.9653643808717307,0.4250569007655851,0.1<=Da<=1: mixed flow and interaction,135.12002348468323,52.1867468678358,343.691782942334,530.9985532948531,534.2228164454874,0.6258906219873023,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,2,association_probe_injection,30,30,200.0,0.00019999999999999998,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,135.07687002653643,0.021252845038279254,0.04826821904358654,157.33889180363775,6355.7076609387905,0.9653643808717307,0.4250569007655851,0.1<=Da<=1: mixed flow and interaction,135.12002348468323,64.13698955895819,424.63358832808797,623.8906013717294,616.0922420465462,0.7542818700942086,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,2,association_probe_injection,40,40,200.0,0.00019999999999999998,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,135.07687002653643,0.021252845038279254,0.04826821904358654,157.33889180363775,6355.7076609387905,0.9653643808717307,0.4250569007655851,0.1<=Da<=1: mixed flow and interaction,135.12002348468323,71.38517814213075,474.58487450239863,681.0900761292125,660.463488091642,0.823866817319181,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,2,association_probe_injection,50,50,200.0,0.00019999999999999998,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,135.07687002653643,0.021252845038279254,0.04826821904358654,157.33889180363775,6355.7076609387905,0.9653643808717307,0.4250569007655851,0.1<=Da<=1: mixed flow and interaction,135.12002348468323,75.78142674520397,505.41110797441644,716.3125582043036,711.7940086541522,0.9043656061235898,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,2,association_probe_injection,60,60,200.0,0.00019999999999999998,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,135.07687002653643,0.021252845038279254,0.04826821904358654,157.33889180363775,6355.7076609387905,0.9653643808717307,0.4250569007655851,0.1<=Da<=1: mixed flow and interaction,135.12002348468323,78.44788631068671,524.4347756885034,738.0026854838733,740.9971362055608,0.9501632401905624,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,2,association_probe_injection,70,70,200.0,0.00019999999999999998,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,135.07687002653643,0.021252845038279254,0.04826821904358654,157.33889180363775,6355.7076609387905,0.9653643808717307,0.4250569007655851,0.1<=Da<=1: mixed flow and interaction,135.12002348468323,80.06517579003604,536.1747741422394,751.3599734169586,729.5771004278225,0.932253835841323,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,2,association_probe_injection,80,80,200.0,0.00019999999999999998,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,135.07687002653643,0.021252845038279254,0.04826821904358654,157.33889180363775,6355.7076609387905,0.9653643808717307,0.4250569007655851,0.1<=Da<=1: mixed flow and interaction,135.12002348468323,81.04611144489206,543.4198314973813,759.5859664269566,706.1835449253465,0.8955670291785163,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,2,association_probe_injection,90,90,200.0,0.00019999999999999998,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,135.07687002653643,0.021252845038279254,0.04826821904358654,157.33889180363775,6355.7076609387905,0.9653643808717307,0.4250569007655851,0.1<=Da<=1: mixed flow and interaction,135.12002348468323,81.64107899476755,547.890944188422,764.6520466678728,729.9457416263712,0.9328319552459458,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,2,association_probe_injection,100,100,200.0,0.00019999999999999998,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,135.07687002653643,0.021252845038279254,0.04826821904358654,157.33889180363775,6355.7076609387905,0.9653643808717307,0.4250569007655851,0.1<=Da<=1: mixed flow and interaction,135.12002348468323,82.00194505530114,550.6501837245725,767.7721522645568,754.4961836781252,0.971333042476735,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,2,association_probe_injection,110,110,200.0,0.00019999999999999998,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,135.07687002653643,0.021252845038279254,0.04826821904358654,157.33889180363775,6355.7076609387905,0.9653643808717307,0.4250569007655851,0.1<=Da<=1: mixed flow and interaction,135.12002348468323,82.22082138506447,552.3529819638367,769.6938268335844,782.3933937978068,1.0150826791655285,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,2,association_probe_injection,120,120,200.0,0.00019999999999999998,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,135.07687002653643,0.021252845038279254,0.04826821904358654,157.33889180363775,6355.7076609387905,0.9653643808717307,0.4250569007655851,0.1<=Da<=1: mixed flow and interaction,135.12002348468323,82.3535765897513,553.4038228950616,770.8774229694961,766.5423825326837,0.9902244234107763,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,2,dissociation_buffer_wash,130,0,0.0,0.0,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,135.07687002653643,0.021252845038279254,0.04826821904358654,157.33889180363775,6355.7076609387905,0.9653643808717307,0.4250569007655851,0.1<=Da<=1: mixed flow and interaction,135.12002348468323,82.3535765897513,553.4038228950616,770.8774229694961,771.3547827168333,0.9977714418672594,Dissociation model: bulk flow component washes out fast; bound component decays by koff.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,2,dissociation_buffer_wash,140,10,0.0,0.0,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,135.07687002653643,0.021252845038279254,0.04826821904358654,157.33889180363775,6355.7076609387905,0.9653643808717307,0.4250569007655851,0.1<=Da<=1: mixed flow and interaction,135.12002348468323,49.94996913867674,447.4476398558093,632.5176324791693,608.5639936330208,0.7424757385283012,Dissociation model: bulk flow component washes out fast; bound component decays by koff.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,2,dissociation_buffer_wash,150,20,0.0,0.0,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,135.07687002653643,0.021252845038279254,0.04826821904358654,157.33889180363775,6355.7076609387905,0.9653643808717307,0.4250569007655851,0.1<=Da<=1: mixed flow and interaction,135.12002348468323,30.29618773430729,361.77811234690085,527.1943235658914,531.8284887580619,0.6221357315882483,Dissociation model: bulk flow component washes out fast; bound component decays by koff.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,2,dissociation_buffer_wash,160,30,0.0,0.0,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,135.07687002653643,0.021252845038279254,0.04826821904358654,157.33889180363775,6355.7076609387905,0.9653643808717307,0.4250569007655851,0.1<=Da<=1: mixed flow and interaction,135.12002348468323,18.375566733267192,292.51110278615886,446.00669300410925,498.3641928963614,0.5696555452285806,Dissociation model: bulk flow component washes out fast; bound component decays by koff.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,2,dissociation_buffer_wash,170,40,0.0,0.0,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,135.07687002653643,0.021252845038279254,0.04826821904358654,157.33889180363775,6355.7076609387905,0.9653643808717307,0.4250569007655851,0.1<=Da<=1: mixed flow and interaction,135.12002348468323,11.145344613322072,236.5061410103512,382.7715091083565,369.8742534539872,0.3681519488240411,Dissociation model: bulk flow component washes out fast; bound component decays by koff.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,2,dissociation_buffer_wash,180,50,0.0,0.0,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,135.07687002653643,0.021252845038279254,0.04826821904358654,157.33889180363775,6355.7076609387905,0.9653643808717307,0.4250569007655851,0.1<=Da<=1: mixed flow and interaction,135.12002348468323,6.75999322104288,191.2240397127752,333.10405641850133,334.8968485462586,0.31329883804826664,Dissociation model: bulk flow component washes out fast; bound component decays by koff.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,2,dissociation_buffer_wash,190,60,0.0,0.0,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,135.07687002653643,0.021252845038279254,0.04826821904358654,157.33889180363775,6355.7076609387905,0.9653643808717307,0.4250569007655851,0.1<=Da<=1: mixed flow and interaction,135.12002348468323,4.100143148012069,154.61177121177843,293.8319378444737,270.12283382577,0.21171736811853137,Dissociation model: bulk flow component washes out fast; bound component decays by koff.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,2,dissociation_buffer_wash,200,70,0.0,0.0,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,135.07687002653643,0.021252845038279254,0.04826821904358654,157.33889180363775,6355.7076609387905,0.9653643808717307,0.4250569007655851,0.1<=Da<=1: mixed flow and interaction,135.12002348468323,2.486862528479994,125.00938602253733,262.61627203570055,248.6713069722834,0.17807613653179918,Dissociation model: bulk flow component washes out fast; bound component decays by koff.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,2,dissociation_buffer_wash,210,80,0.0,0.0,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,135.07687002653643,0.021252845038279254,0.04826821904358654,157.33889180363775,6355.7076609387905,0.9653643808717307,0.4250569007655851,0.1<=Da<=1: mixed flow and interaction,135.12002348468323,1.5083583700135985,101.07475304921186,237.7031349039087,230.9216975889001,0.15024041537690244,Dissociation model: bulk flow component washes out fast; bound component decays by koff.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,2,dissociation_buffer_wash,220,90,0.0,0.0,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,135.07687002653643,0.021252845038279254,0.04826821904358654,157.33889180363775,6355.7076609387905,0.9653643808717307,0.4250569007655851,0.1<=Da<=1: mixed flow and interaction,135.12002348468323,0.9148655972474198,81.72270922214874,217.7575983040794,230.66256752565613,0.14983403617004157,Dissociation model: bulk flow component washes out fast; bound component decays by koff.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,2,dissociation_buffer_wash,230,100,0.0,0.0,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,135.07687002653643,0.021252845038279254,0.04826821904358654,157.33889180363775,6355.7076609387905,0.9653643808717307,0.4250569007655851,0.1<=Da<=1: mixed flow and interaction,135.12002348468323,0.5548940342468699,66.07585970906264,201.75077722799273,213.1975096554597,0.12244456126227006,Dissociation model: bulk flow component washes out fast; bound component decays by koff.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,2,dissociation_buffer_wash,240,110,0.0,0.0,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,135.07687002653643,0.021252845038279254,0.04826821904358654,157.33889180363775,6355.7076609387905,0.9653643808717307,0.4250569007655851,0.1<=Da<=1: mixed flow and interaction,135.12002348468323,0.33656024466235895,53.42479804999459,188.8813817793402,189.89908215700333,0.0859069385356683,Dissociation model: bulk flow component washes out fast; bound component decays by koff.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,2,dissociation_buffer_wash,250,120,0.0,0.0,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,135.07687002653643,0.021252845038279254,0.04826821904358654,157.33889180363775,6355.7076609387905,0.9653643808717307,0.4250569007655851,0.1<=Da<=1: mixed flow and interaction,135.12002348468323,0.20413410722810588,43.19594265212772,178.52010024403904,186.1732626648767,0.08006394389752107,Dissociation model: bulk flow component washes out fast; bound component decays by koff.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,2,dissociation_buffer_wash,260,130,0.0,0.0,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,135.07687002653643,0.021252845038279254,0.04826821904358654,157.33889180363775,6355.7076609387905,0.9653643808717307,0.4250569007655851,0.1<=Da<=1: mixed flow and interaction,135.12002348468323,0.12381359472691252,34.925531395735355,170.16936847514552,191.98407623044457,0.08917671830289267,Dissociation model: bulk flow component washes out fast; bound component decays by koff.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,3,association_probe_injection,0,0,200.0,0.00019999999999999998,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,158.6129205232017,0.016655099821500104,0.04837768392614044,105.00468540999987,9523.38456227371,0.9675536785228088,0.33310199643000205,0.1<=Da<=1: mixed flow and interaction,142.62561324939034,0.0,0.0,142.62561324939034,111.92010448960312,-0.04867317222902232,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,3,association_probe_injection,10,10,200.0,0.00019999999999999998,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,158.6129205232017,0.016655099821500104,0.04837768392614044,105.00468540999987,9523.38456227371,0.9675536785228088,0.33310199643000205,0.1<=Da<=1: mixed flow and interaction,142.62561324939034,33.46215040493151,209.34383433364326,385.4315979879651,396.7468166326859,0.4028229981820131,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,3,association_probe_injection,20,20,200.0,0.00019999999999999998,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,158.6129205232017,0.016655099821500104,0.04837768392614044,105.00468540999987,9523.38456227371,0.9675536785228088,0.33310199643000205,0.1<=Da<=1: mixed flow and interaction,142.62561324939034,53.757970565437994,338.3939988892887,534.7775827041171,519.9238433383011,0.5980784060114074,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,3,association_probe_injection,30,30,200.0,0.00019999999999999998,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,158.6129205232017,0.016655099821500104,0.04837768392614044,105.00468540999987,9523.38456227371,0.9675536785228088,0.33310199643000205,0.1<=Da<=1: mixed flow and interaction,142.62561324939034,66.06800775679895,417.9470701552752,626.6406911614645,597.040657273781,0.7203209650192813,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,3,association_probe_injection,40,40,200.0,0.00019999999999999998,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,158.6129205232017,0.016655099821500104,0.04837768392614044,105.00468540999987,9523.38456227371,0.9675536785228088,0.33310199643000205,0.1<=Da<=1: mixed flow and interaction,142.62561324939034,73.53442273556216,466.98762093366827,683.1476569186208,673.0440059926292,0.8407985024903321,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,3,association_probe_injection,50,50,200.0,0.00019999999999999998,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,158.6129205232017,0.016655099821500104,0.04837768392614044,105.00468540999987,9523.38456227371,0.9675536785228088,0.33310199643000205,0.1<=Da<=1: mixed flow and interaction,142.62561324939034,78.0630323383197,497.21870544588137,717.9073510335913,703.2603561987557,0.8886962797009593,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,3,association_probe_injection,60,60,200.0,0.00019999999999999998,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,158.6129205232017,0.016655099821500104,0.04837768392614044,105.00468540999987,9523.38456227371,0.9675536785228088,0.33310199643000205,0.1<=Da<=1: mixed flow and interaction,142.62561324939034,80.80977290826121,515.8546802927879,739.2900664504394,746.1816731431796,0.9567334735568176,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,3,association_probe_injection,70,70,200.0,0.00019999999999999998,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,158.6129205232017,0.016655099821500104,0.04837768392614044,105.00468540999987,9523.38456227371,0.9675536785228088,0.33310199643000205,0.1<=Da<=1: mixed flow and interaction,142.62561324939034,82.47575527820727,527.3428410418414,752.4442095694391,764.4884073953474,0.9857525930958381,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,3,association_probe_injection,80,80,200.0,0.00019999999999999998,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,158.6129205232017,0.016655099821500104,0.04837768392614044,105.00468540999987,9523.38456227371,0.9675536785228088,0.33310199643000205,0.1<=Da<=1: mixed flow and interaction,142.62561324939034,83.48622466412027,534.4247263996126,760.5365643131232,707.3454981021592,0.8951718869608773,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,expected_probe_biofilm_interaction,Moderate affinity case matching the corrected KD scale near 150 uM.,3,association_probe_injection,90,90,200.0,0.00019999999999999998,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,158.6129205232017,0.016655099821500104,0.04837768392614044,105.00468540999987,9523.38456227371,0.9675536785228088,0.33310199643000205,0.1<=Da<=1: mixed flow and interaction,142.62561324939034,84.09910532737752,538.7903599693503,765.5150785461182,771.3190786664361,0.9965803061885762,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
